feature_left,feature_right,correlation,abs_correlation
lab_lactate_max_24h,prior_subject_s_aureus_positive_365d,0.14261308771532233,0.14261308771532233
mechanical_ventilation_chart_events_24h,vital_map_min_24h,-0.14257888177300335,0.14257888177300335
vital_heart_rate_min_24h,vital_temperature_c_last_24h,0.14113436861205345,0.14113436861205345
lab_creatinine_max_24h,lab_lactate_max_24h,0.1410241193194082,0.1410241193194082
vital_map_count_24h,vital_spo2_last_24h,0.14064437974099786,0.14064437974099786
lab_creatinine_last_24h,vital_temperature_c_last_24h,-0.13902273766113013,0.13902273766113013
prealert_blood_culture_draws_7d,prior_subject_s_aureus_positive_365d,0.13841383598849427,0.13841383598849427
lab_creatinine_max_24h,vital_heart_rate_max_24h,-0.13597824455451987,0.13597824455451987
vasopressor_on_at_alert,vital_resp_rate_max_24h,0.13584841484171759,0.13584841484171759
lab_platelets_last_24h,vital_heart_rate_max_24h,0.1355923553416534,0.1355923553416534
lab_wbc_count_24h,lab_creatinine_count_24h,0.1353980908607448,0.1353980908607448
lab_creatinine_last_24h,vital_heart_rate_max_24h,-0.1351431177152408,0.1351431177152408
vital_heart_rate_count_24h,vital_spo2_last_24h,0.13488933134552247,0.13488933134552247
vital_heart_rate_max_24h,prior_subject_s_aureus_positive_90d,-0.1342729230262031,0.1342729230262031
anchor_age,lab_wbc_last_24h,0.13371636388235705,0.13371636388235705
lab_lactate_last_24h,vital_temperature_c_max_24h,-0.13287207494087103,0.13287207494087103
vital_heart_rate_last_24h,vital_resp_rate_count_24h,0.1324667273690461,0.1324667273690461
vital_resp_rate_count_24h,vital_spo2_last_24h,0.1322759657330661,0.1322759657330661
lab_platelets_last_24h,lab_creatinine_count_24h,-0.1320114630491925,0.1320114630491925
lab_lactate_last_24h,vital_spo2_last_24h,-0.13159185486958783,0.13159185486958783
lab_platelets_min_24h,lab_lactate_count_24h,-0.13146208949675361,0.13146208949675361
mechanical_ventilation_chart_events_24h,vital_resp_rate_max_24h,0.1308638681510617,0.1308638681510617
lab_lactate_max_24h,prior_subject_any_staph_positive_365d,0.13055659912610845,0.13055659912610845
vital_heart_rate_max_24h,prior_subject_any_staph_positive_365d,-0.12993606092939117,0.12993606092939117
lab_wbc_max_24h,vital_heart_rate_min_24h,0.12947547715496494,0.12947547715496494
lab_wbc_last_24h,vital_heart_rate_min_24h,0.12947547715496494,0.12947547715496494
lab_lactate_max_24h,vital_heart_rate_last_24h,-0.1292480792927507,0.1292480792927507
vital_map_last_24h,vital_spo2_min_24h,0.12915856748531768,0.12915856748531768
vital_resp_rate_max_24h,index_hours_draw_to_alert,0.12860775552997722,0.12860775552997722
vital_heart_rate_last_24h,vital_heart_rate_count_24h,0.12817127746017917,0.12817127746017917
vital_resp_rate_last_24h,vital_map_min_24h,0.12785140118261637,0.12785140118261637
in_icu_at_alert,vital_temperature_c_min_24h,-0.12772294314129748,0.12772294314129748
vital_resp_rate_count_24h,vital_temperature_c_min_24h,-0.12738308372969004,0.12738308372969004
lab_creatinine_count_24h,vital_heart_rate_last_24h,0.12722505867348818,0.12722505867348818
mechanical_ventilation_chart_events_24h,vital_heart_rate_max_24h,0.1271175047042656,0.1271175047042656
lab_platelets_min_24h,vital_heart_rate_max_24h,0.12706768928083456,0.12706768928083456
vital_heart_rate_last_24h,vital_spo2_last_24h,0.12663354336853275,0.12663354336853275
vital_heart_rate_max_24h,prior_subject_s_aureus_positive_365d,-0.12650329949686023,0.12650329949686023
vital_heart_rate_count_24h,vital_temperature_c_min_24h,-0.12635514565527828,0.12635514565527828
lab_creatinine_last_24h,lab_lactate_max_24h,0.12600403020570222,0.12600403020570222
lab_wbc_max_24h,vital_resp_rate_max_24h,0.1257005403698222,0.1257005403698222
lab_wbc_last_24h,vital_resp_rate_max_24h,0.1257005403698222,0.1257005403698222
vital_heart_rate_min_24h,vital_temperature_c_count_24h,0.12532812973052318,0.12532812973052318
vital_resp_rate_max_24h,vital_spo2_last_24h,0.12413026314479814,0.12413026314479814
in_icu_at_alert,vital_map_min_24h,-0.12380470427428655,0.12380470427428655
lab_platelets_min_24h,lab_creatinine_max_24h,-0.12249597479000464,0.12249597479000464
mechanical_ventilation_24h,vital_spo2_last_24h,0.12217214016057741,0.12217214016057741
lab_platelets_last_24h,lab_lactate_count_24h,-0.12184189938930791,0.12184189938930791
lab_platelets_last_24h,lab_creatinine_max_24h,-0.12119600389503209,0.12119600389503209
anchor_age,lab_wbc_min_24h,0.12062294495369869,0.12062294495369869
vital_temperature_c_max_24h,vital_spo2_last_24h,0.12026254903827799,0.12026254903827799
vital_temperature_c_min_24h,prior_subject_any_staph_positive_365d_flag,-0.1201362261512111,0.1201362261512111
lab_wbc_count_24h,prealert_blood_culture_draws_24h,0.11993968565275791,0.11993968565275791
lab_lactate_max_24h,vital_heart_rate_min_24h,-0.11977482985240082,0.11977482985240082
mechanical_ventilation_chart_events_24h,vital_spo2_last_24h,0.11932607983936049,0.11932607983936049
vasopressor_active_24h,lab_lactate_last_24h,0.11846729557601396,0.11846729557601396
lab_platelets_min_24h,lab_creatinine_last_24h,-0.11799492576133931,0.11799492576133931
vital_map_min_24h,vital_spo2_min_24h,0.11758398063903691,0.11758398063903691
vital_temperature_c_min_24h,prior_subject_any_staph_positive_365d,-0.117460644089185,0.117460644089185
lab_platelets_last_24h,lab_creatinine_last_24h,-0.11695155226047904,0.11695155226047904
vital_temperature_c_last_24h,prior_subject_any_staph_positive_365d_flag,-0.11679136603363255,0.11679136603363255
lab_platelets_count_24h,lab_lactate_last_24h,0.11668707963449768,0.11668707963449768
vital_temperature_c_last_24h,prior_subject_any_staph_positive_365d,-0.1163040343824614,0.1163040343824614
prior_subject_s_aureus_positive_365d,prior_subject_cons_positive_365d_flag,0.11612876685271473,0.11612876685271473
prealert_blood_culture_draws_7d,prior_subject_any_staph_positive_365d,0.11580256467004546,0.11580256467004546
vital_temperature_c_min_24h,vital_map_last_24h,0.11529977447830347,0.11529977447830347
vital_temperature_c_max_24h,prealert_additional_draws_24h,0.1151411146610834,0.1151411146610834
mechanical_ventilation_24h,vital_map_min_24h,-0.1146679253582025,0.1146679253582025
in_icu_at_alert,vital_resp_rate_last_24h,0.11458936025734606,0.11458936025734606
vital_heart_rate_last_24h,vital_map_count_24h,0.11395650661330434,0.11395650661330434
lab_lactate_last_24h,vital_heart_rate_last_24h,-0.11386412300106842,0.11386412300106842
lab_creatinine_max_24h,prior_subject_cons_positive_365d_flag,0.11280945242590956,0.11280945242590956
mechanical_ventilation_chart_events_24h,vital_map_last_24h,-0.11252061065480314,0.11252061065480314
lab_wbc_last_24h,vital_resp_rate_last_24h,0.11247624321735873,0.11247624321735873
lab_wbc_max_24h,vital_resp_rate_last_24h,0.11247624321735873,0.11247624321735873
lab_lactate_count_24h,prealert_blood_culture_draws_24h,0.11217373155392793,0.11217373155392793
lab_platelets_min_24h,vital_map_min_24h,0.11172730761460138,0.11172730761460138
prealert_blood_culture_draws_6h,prior_subject_s_aureus_positive_365d_flag,0.11168928499488476,0.11168928499488476
vital_heart_rate_max_24h,vital_temperature_c_min_24h,0.11163881277133246,0.11163881277133246
mechanical_ventilation_24h,vital_map_last_24h,-0.11158737426063389,0.11158737426063389
lab_creatinine_last_24h,prior_subject_cons_positive_365d_flag,0.11105939804060044,0.11105939804060044
vital_heart_rate_max_24h,prior_subject_any_staph_positive_365d_flag,-0.11058318139611707,0.11058318139611707
vasopressor_on_at_alert,vital_resp_rate_last_24h,0.11008212007227831,0.11008212007227831
vital_temperature_c_count_24h,vital_map_min_24h,-0.10992602689581257,0.10992602689581257
vital_temperature_c_max_24h,prior_subject_any_staph_positive_365d_flag,-0.10900667398718378,0.10900667398718378
lab_creatinine_count_24h,vital_heart_rate_min_24h,0.10888552340814155,0.10888552340814155
vital_heart_rate_min_24h,prealert_blood_culture_draws_7d,0.1085912587136839,0.1085912587136839
vasopressor_event_count_24h,lab_wbc_min_24h,0.10827333459198042,0.10827333459198042
anchor_age,prealert_blood_culture_draws_7d,-0.10797494037374243,0.10797494037374243
lab_platelets_last_24h,vital_map_min_24h,0.10752333988349908,0.10752333988349908
vital_heart_rate_min_24h,vital_temperature_c_min_24h,0.1070784251497105,0.1070784251497105
vital_heart_rate_max_24h,prior_subject_s_aureus_positive_365d_flag,-0.10684566718767659,0.10684566718767659
lab_creatinine_count_24h,vital_resp_rate_max_24h,0.10659378394468505,0.10659378394468505
vital_temperature_c_min_24h,prior_subject_s_aureus_positive_90d,-0.10656151271721756,0.10656151271721756
lab_wbc_count_24h,vital_temperature_c_last_24h,0.10654191876256545,0.10654191876256545
lab_wbc_min_24h,vital_temperature_c_max_24h,-0.10573944402080432,0.10573944402080432
vital_heart_rate_max_24h,index_hours_draw_to_alert,0.10483762184405078,0.10483762184405078
vital_heart_rate_last_24h,index_hours_draw_to_alert,0.1047747274211604,0.1047747274211604
vital_resp_rate_last_24h,vital_temperature_c_min_24h,0.10471556190508483,0.10471556190508483
in_icu_at_alert,lab_lactate_last_24h,-0.10454602694410546,0.10454602694410546
anchor_age,lab_wbc_max_24h,0.10415063591941132,0.10415063591941132
vital_temperature_c_min_24h,vital_map_count_24h,-0.10377681729543553,0.10377681729543553
vasopressor_event_count_24h,lab_wbc_last_24h,0.10314005061287743,0.10314005061287743
vital_temperature_c_max_24h,prior_subject_any_staph_positive_365d,-0.10164496095911435,0.10164496095911435
vital_resp_rate_last_24h,vital_map_last_24h,0.10158895810998855,0.10158895810998855
vital_temperature_c_max_24h,prior_subject_s_aureus_positive_365d,-0.10151537451574061,0.10151537451574061
lab_lactate_max_24h,vital_spo2_last_24h,-0.10119980914574282,0.10119980914574282
lab_lactate_last_24h,vital_temperature_c_min_24h,-0.1010960657264389,0.1010960657264389
vital_temperature_c_min_24h,prior_subject_s_aureus_positive_365d,-0.10060810996674395,0.10060810996674395
lab_creatinine_last_24h,prealert_blood_culture_draws_7d,0.1003120982393411,0.1003120982393411
vital_heart_rate_min_24h,vital_spo2_last_24h,0.10009143646905251,0.10009143646905251
in_icu_at_alert,vital_heart_rate_min_24h,0.09942242194225073,0.09942242194225073
vasopressor_event_count_24h,vital_resp_rate_max_24h,0.09936752769616419,0.09936752769616419
lab_platelets_count_24h,vital_spo2_last_24h,0.09922987569492811,0.09922987569492811
vital_temperature_c_count_24h,vital_spo2_last_24h,0.09853459994641116,0.09853459994641116
lab_creatinine_count_24h,vital_map_min_24h,-0.09852736476758225,0.09852736476758225
vasopressor_event_count_24h,lab_platelets_min_24h,-0.0981373066287806,0.0981373066287806
lab_lactate_last_24h,vital_heart_rate_max_24h,-0.09764578575433652,0.09764578575433652
lab_creatinine_max_24h,lab_lactate_last_24h,0.09750601325727806,0.09750601325727806
vasopressor_on_at_alert,lab_platelets_min_24h,-0.09739182268041585,0.09739182268041585
lab_lactate_last_24h,vital_heart_rate_min_24h,-0.0971767117766778,0.0971767117766778
lab_creatinine_max_24h,prealert_blood_culture_draws_7d,0.09706220215309941,0.09706220215309941
in_icu_at_alert,prealert_blood_culture_draws_7d,0.09686827098915587,0.09686827098915587
lab_wbc_count_24h,lab_platelets_count_24h,0.09683016486612997,0.09683016486612997
in_icu_at_alert,prealert_blood_culture_draws_24h,0.09652578334514125,0.09652578334514125
vasopressor_on_at_alert,lab_wbc_min_24h,0.09624955965695112,0.09624955965695112
lab_lactate_count_24h,prealert_additional_draws_24h,0.09529883622462819,0.09529883622462819
vital_resp_rate_last_24h,vital_temperature_c_count_24h,0.09528471256352046,0.09528471256352046
vasopressor_active_24h,lab_platelets_min_24h,-0.09472959636169052,0.09472959636169052
lab_wbc_count_24h,prealert_additional_draws_24h,0.09463862268257285,0.09463862268257285
vital_temperature_c_last_24h,prior_subject_s_aureus_positive_90d,-0.09460795344810247,0.09460795344810247
vasopressor_on_at_alert,lab_platelets_last_24h,-0.09458407682566908,0.09458407682566908
vasopressor_event_count_24h,lab_platelets_last_24h,-0.09428971855474433,0.09428971855474433
lab_platelets_count_24h,vital_heart_rate_max_24h,0.09426939038495195,0.09426939038495195
vital_temperature_c_min_24h,prior_subject_cons_positive_365d_flag,-0.09422080205115702,0.09422080205115702
lab_lactate_count_24h,prealert_blood_culture_draws_7d,0.09391342635979202,0.09391342635979202
vital_temperature_c_max_24h,prior_subject_s_aureus_positive_90d,-0.09170286559441873,0.09170286559441873
vital_temperature_c_last_24h,vital_spo2_count_24h,0.09169470899766337,0.09169470899766337
vital_heart_rate_last_24h,vital_spo2_min_24h,0.09163981376841453,0.09163981376841453
vital_temperature_c_last_24h,vital_spo2_min_24h,0.09155454908860382,0.09155454908860382
vasopressor_on_at_alert,lab_wbc_last_24h,0.09108198820606636,0.09108198820606636
vasopressor_active_24h,vital_resp_rate_max_24h,0.09098419227115585,0.09098419227115585
lab_lactate_count_24h,vital_spo2_min_24h,-0.09097033787115348,0.09097033787115348
vasopressor_active_24h,lab_platelets_last_24h,-0.09073067096435722,0.09073067096435722
anchor_age,prior_subject_any_staph_positive_365d,-0.0906526472522531,0.0906526472522531
vasopressor_on_at_alert,prealert_blood_culture_draws_24h,0.09006590063447865,0.09006590063447865
in_icu_at_alert,prior_subject_any_staph_positive_365d_flag,-0.08989891487061222,0.08989891487061222
lab_creatinine_max_24h,lab_creatinine_count_24h,0.08971620355337838,0.08971620355337838
vital_temperature_c_min_24h,vital_spo2_count_24h,-0.08933608992906147,0.08933608992906147
prealert_blood_culture_draws_6h,prior_subject_s_aureus_positive_365d,0.08873417077794653,0.08873417077794653
vital_temperature_c_min_24h,vital_temperature_c_count_24h,-0.08844704159885303,0.08844704159885303
lab_creatinine_max_24h,vital_spo2_min_24h,-0.0881085146770283,0.0881085146770283
vital_temperature_c_last_24h,prior_subject_s_aureus_positive_365d,-0.08767654914506173,0.08767654914506173
prealert_blood_culture_draws_24h,prior_subject_s_aureus_positive_365d_flag,0.08746717919411982,0.08746717919411982
vital_map_last_24h,vital_spo2_last_24h,0.08686319834627766,0.08686319834627766
vital_heart_rate_last_24h,vital_temperature_c_min_24h,0.0867859987897451,0.0867859987897451
anchor_age,prior_subject_any_staph_positive_365d_flag,-0.08633015948261064,0.08633015948261064
lab_creatinine_last_24h,vital_heart_rate_last_24h,-0.08536443873719071,0.08536443873719071
lab_creatinine_last_24h,lab_lactate_last_24h,0.08470156597288886,0.08470156597288886
vital_heart_rate_last_24h,prealert_blood_culture_draws_7d,0.08451890392225699,0.08451890392225699
vital_resp_rate_last_24h,index_hours_draw_to_alert,0.08447123599216201,0.08447123599216201
prealert_blood_culture_draws_6h,prior_subject_any_staph_positive_365d_flag,0.08443319959683565,0.08443319959683565
vital_temperature_c_max_24h,prealert_blood_culture_draws_7d,0.08414202810988973,0.08414202810988973
anchor_age,vital_resp_rate_last_24h,-0.0841419897777725,0.0841419897777725
lab_creatinine_max_24h,index_hours_draw_to_alert,-0.08406065373934787,0.08406065373934787
vital_temperature_c_max_24h,prior_subject_s_aureus_positive_365d_flag,-0.08397283264850977,0.08397283264850977
vital_heart_rate_count_24h,vital_map_last_24h,-0.08376530648361613,0.08376530648361613
lab_creatinine_last_24h,index_hours_draw_to_alert,-0.08373528387538347,0.08373528387538347
vasopressor_active_24h,prealert_blood_culture_draws_24h,0.08339843909705892,0.08339843909705892
lab_lactate_max_24h,vital_heart_rate_max_24h,-0.08307234163258795,0.08307234163258795
prealert_blood_culture_draws_6h,prior_subject_s_aureus_positive_90d,0.08235349733038978,0.08235349733038978
vasopressor_on_at_alert,prealert_blood_culture_draws_7d,0.08230743702283765,0.08230743702283765
vital_map_last_24h,prealert_blood_culture_draws_6h,0.08084031440747759,0.08084031440747759
vital_spo2_last_24h,prealert_blood_culture_draws_7d,0.08083219979826886,0.08083219979826886
mechanical_ventilation_24h,vital_spo2_min_24h,0.08074618788027103,0.08074618788027103
lab_creatinine_max_24h,vital_heart_rate_last_24h,-0.08073065146724118,0.08073065146724118
lab_creatinine_last_24h,vital_spo2_min_24h,-0.08065518104582779,0.08065518104582779
lab_creatinine_max_24h,lab_lactate_count_24h,0.08053707945319738,0.08053707945319738
lab_wbc_max_24h,prealert_blood_culture_draws_24h,-0.08015056147995298,0.08015056147995298
mechanical_ventilation_chart_events_24h,vital_spo2_min_24h,0.08007446431456462,0.08007446431456462
vital_heart_rate_min_24h,vital_spo2_min_24h,0.07985048921167269,0.07985048921167269
vital_resp_rate_count_24h,vital_map_last_24h,-0.07976231319274145,0.07976231319274145
vasopressor_active_24h,lab_creatinine_max_24h,0.07899835893841585,0.07899835893841585
lab_lactate_count_24h,vital_resp_rate_max_24h,0.0789287422823274,0.0789287422823274
lab_lactate_count_24h,vital_temperature_c_last_24h,-0.078307397267108,0.078307397267108
vital_spo2_min_24h,prior_subject_cons_positive_90d,0.07790473234101987,0.07790473234101987
lab_creatinine_max_24h,prior_subject_cons_positive_90d,0.07778249065702866,0.07778249065702866
lab_wbc_last_24h,lab_platelets_count_24h,0.07765239669758156,0.07765239669758156
prior_positive_specimens_24h,prealert_blood_culture_draws_7d,0.07734527027075502,0.07734527027075502
vital_heart_rate_max_24h,prealert_blood_culture_draws_7d,0.07733245804306842,0.07733245804306842
vital_temperature_c_last_24h,prior_subject_s_aureus_positive_365d_flag,-0.07724178643226623,0.07724178643226623
vital_temperature_c_min_24h,vital_spo2_min_24h,0.07699041863122173,0.07699041863122173
lab_wbc_min_24h,vital_resp_rate_last_24h,0.07689222338268797,0.07689222338268797
lab_creatinine_last_24h,prior_subject_cons_positive_90d,0.07686617742808605,0.07686617742808605
vasopressor_active_24h,prealert_blood_culture_draws_7d,0.07684759013623177,0.07684759013623177
anchor_age,prior_subject_s_aureus_positive_365d_flag,-0.07669132258151269,0.07669132258151269
vasopressor_on_at_alert,vital_spo2_last_24h,0.07638745317683426,0.07638745317683426
anchor_age,vital_resp_rate_max_24h,-0.07637733473902156,0.07637733473902156
prealert_blood_culture_draws_6h,prior_subject_any_staph_positive_365d,0.07627896849692482,0.07627896849692482
lab_wbc_min_24h,lab_lactate_count_24h,0.07608571604884574,0.07608571604884574
vital_temperature_c_min_24h,prior_subject_s_aureus_positive_365d_flag,-0.07581287704912525,0.07581287704912525
lab_platelets_last_24h,vital_heart_rate_last_24h,0.07574993859477996,0.07574993859477996
prior_positive_specimens_24h,vital_resp_rate_last_24h,0.07562773027534887,0.07562773027534887
vasopressor_active_24h,vital_temperature_c_last_24h,-0.07537050620191829,0.07537050620191829
lab_creatinine_count_24h,lab_lactate_last_24h,0.07536392475289028,0.07536392475289028
in_icu_at_alert,lab_wbc_count_24h,0.07517058127519081,0.07517058127519081
lab_lactate_last_24h,prealert_blood_culture_draws_6h,0.07486536863316823,0.07486536863316823
lab_wbc_count_24h,vital_temperature_c_min_24h,0.07390788644727944,0.07390788644727944
anchor_age,lab_platelets_last_24h,-0.0730452608949459,0.0730452608949459
anchor_age,vital_spo2_last_24h,-0.07250292134753292,0.07250292134753292
lab_wbc_min_24h,prealert_blood_culture_draws_24h,-0.07196112017574606,0.07196112017574606
lab_wbc_max_24h,lab_lactate_last_24h,0.0719383872316044,0.0719383872316044
lab_wbc_last_24h,lab_lactate_last_24h,0.0719383872316044,0.0719383872316044
vital_heart_rate_min_24h,vital_spo2_count_24h,0.07180195134986767,0.07180195134986767
vasopressor_event_count_24h,lab_creatinine_max_24h,0.07170482569527312,0.07170482569527312
vital_temperature_c_count_24h,vital_map_last_24h,-0.07170346804869507,0.07170346804869507
lab_wbc_min_24h,lab_lactate_last_24h,0.07160185148384655,0.07160185148384655
vital_temperature_c_count_24h,prealert_blood_culture_draws_7d,0.07147617884249398,0.07147617884249398
vital_spo2_min_24h,prior_subject_cons_positive_365d,0.07139559994321233,0.07139559994321233
in_icu_at_alert,prior_subject_any_staph_positive_365d,-0.07136251011386892,0.07136251011386892
mechanical_ventilation_chart_events_24h,vital_heart_rate_last_24h,0.07131807536890329,0.07131807536890329
vital_heart_rate_max_24h,vital_resp_rate_last_24h,0.07108344430335062,0.07108344430335062
lab_wbc_last_24h,lab_lactate_count_24h,0.07087698963800197,0.07087698963800197
lab_lactate_count_24h,vital_heart_rate_max_24h,0.07086421458203054,0.07086421458203054
anchor_age,lab_platelets_min_24h,-0.07041014688940107,0.07041014688940107
anchor_age,prior_subject_cons_positive_365d,-0.07022199706606645,0.07022199706606645
in_icu_at_alert,vital_temperature_c_last_24h,0.07010500255661381,0.07010500255661381
vital_heart_rate_count_24h,prior_subject_any_staph_positive_365d_flag,-0.0700676735871662,0.0700676735871662
vital_spo2_count_24h,prior_subject_any_staph_positive_365d_flag,-0.0699868825311758,0.0699868825311758
lab_creatinine_count_24h,vital_heart_rate_max_24h,0.06957424551085094,0.06957424551085094
lab_wbc_min_24h,lab_platelets_count_24h,0.06947143145634957,0.06947143145634957
lab_creatinine_last_24h,prealert_blood_culture_draws_24h,0.06942378900152259,0.06942378900152259
lab_creatinine_max_24h,prealert_blood_culture_draws_24h,0.069300381478346,0.069300381478346
vital_temperature_c_max_24h,prior_subject_cons_positive_365d_flag,-0.06927135219604723,0.06927135219604723
vital_resp_rate_count_24h,prior_subject_any_staph_positive_365d_flag,-0.06923931226809307,0.06923931226809307
in_icu_at_alert,lab_lactate_max_24h,-0.06885980081465708,0.06885980081465708
vasopressor_active_24h,lab_creatinine_last_24h,0.06875209189506461,0.06875209189506461
prior_positive_specimens_7d,prealert_blood_culture_draws_7d,0.06863170893373945,0.06863170893373945
vital_heart_rate_count_24h,vital_temperature_c_last_24h,0.0684165235182153,0.0684165235182153
prealert_blood_culture_draws_24h,prior_subject_s_aureus_positive_365d,0.06832087205174339,0.06832087205174339
lab_wbc_min_24h,vital_heart_rate_min_24h,0.06822562570351155,0.06822562570351155
vital_temperature_c_last_24h,prior_subject_cons_positive_365d_flag,-0.06775538208598017,0.06775538208598017
lab_platelets_min_24h,vital_heart_rate_last_24h,0.06770612270546779,0.06770612270546779
vital_spo2_min_24h,prior_subject_cons_positive_365d_flag,0.06764256304143527,0.06764256304143527
prior_subject_s_aureus_positive_90d,prior_subject_cons_positive_365d_flag,0.06757887371745658,0.06757887371745658
lab_platelets_min_24h,prealert_blood_culture_draws_24h,-0.0673886292639346,0.0673886292639346
prealert_blood_culture_draws_24h,prior_subject_s_aureus_positive_90d,0.06696971840319864,0.06696971840319864
vital_temperature_c_last_24h,vital_map_last_24h,0.06691637218933989,0.06691637218933989
prior_positive_specimens_7d,vital_resp_rate_last_24h,0.06658891449569464,0.06658891449569464
mechanical_ventilation_24h,vital_resp_rate_last_24h,0.0665623497002507,0.0665623497002507
vital_temperature_c_count_24h,prealert_blood_culture_draws_24h,0.06643900134788999,0.06643900134788999
lab_platelets_last_24h,prealert_blood_culture_draws_24h,-0.06641572500662007,0.06641572500662007
lab_wbc_max_24h,prealert_blood_culture_draws_7d,-0.06613002910382074,0.06613002910382074
vasopressor_on_at_alert,lab_creatinine_max_24h,0.0660884460543395,0.0660884460543395
vital_spo2_count_24h,prealert_blood_culture_draws_7d,0.06607773494764131,0.06607773494764131
in_icu_at_alert,prior_subject_cons_positive_365d_flag,-0.06568285955610467,0.06568285955610467
lab_creatinine_max_24h,vital_resp_rate_max_24h,-0.06565073914546676,0.06565073914546676
vital_temperature_c_max_24h,vital_spo2_min_24h,0.06554427152320111,0.06554427152320111
vital_heart_rate_min_24h,prior_subject_s_aureus_positive_90d,-0.06553669856021999,0.06553669856021999
lab_lactate_last_24h,vital_spo2_count_24h,-0.06544006282689094,0.06544006282689094
lab_wbc_last_24h,lab_creatinine_max_24h,0.06534872060509837,0.06534872060509837
vital_spo2_last_24h,prealert_blood_culture_draws_24h,0.06534742923115079,0.06534742923115079
lab_wbc_last_24h,prealert_blood_culture_draws_24h,-0.06532585743194011,0.06532585743194011
vasopressor_on_at_alert,prealert_additional_draws_24h,0.06519260367296197,0.06519260367296197
vital_temperature_c_last_24h,vital_map_min_24h,0.06497772559967613,0.06497772559967613
vital_map_last_24h,vital_map_count_24h,-0.06482014955138926,0.06482014955138926
vital_temperature_c_last_24h,prior_subject_cons_positive_365d,-0.06446888969580683,0.06446888969580683
vital_map_count_24h,prior_subject_any_staph_positive_365d_flag,-0.06431427351964318,0.06431427351964318
lab_wbc_count_24h,prealert_blood_culture_draws_7d,0.06422173709582361,0.06422173709582361
vital_spo2_min_24h,prealert_blood_culture_draws_7d,0.06415653632510654,0.06415653632510654
vital_resp_rate_count_24h,prealert_blood_culture_draws_7d,0.06400462237865956,0.06400462237865956
vital_heart_rate_count_24h,prealert_blood_culture_draws_7d,0.06381314466419277,0.06381314466419277
vital_map_count_24h,prealert_blood_culture_draws_7d,0.06368197550893825,0.06368197550893825
lab_creatinine_last_24h,vital_resp_rate_max_24h,-0.06365321026336987,0.06365321026336987
in_icu_at_alert,prior_subject_cons_positive_90d,-0.0636182961335355,0.0636182961335355
vasopressor_event_count_24h,prealert_blood_culture_draws_24h,0.06347964962691778,0.06347964962691778
lab_wbc_count_24h,vital_heart_rate_max_24h,0.06337033256780694,0.06337033256780694
vital_spo2_last_24h,prior_subject_cons_positive_90d,0.06336722377077854,0.06336722377077854
lab_creatinine_count_24h,vital_spo2_min_24h,0.06317429002092644,0.06317429002092644
lab_wbc_max_24h,lab_lactate_max_24h,0.06312861560618295,0.06312861560618295
lab_wbc_last_24h,lab_lactate_max_24h,0.06312861560618295,0.06312861560618295
vital_heart_rate_max_24h,vital_map_last_24h,0.06293082867026364,0.06293082867026364
lab_wbc_min_24h,lab_lactate_max_24h,0.06262363712673422,0.06262363712673422
vasopressor_active_24h,prealert_additional_draws_24h,0.06249392056939026,0.06249392056939026
lab_platelets_count_24h,vital_spo2_min_24h,0.06243155757888415,0.06243155757888415
lab_platelets_count_24h,lab_creatinine_max_24h,0.06238927145385216,0.06238927145385216
vital_heart_rate_min_24h,vital_resp_rate_count_24h,0.06218843714197114,0.06218843714197114
vasopressor_event_count_24h,prealert_blood_culture_draws_7d,0.062160782439222184,0.062160782439222184
vasopressor_on_at_alert,lab_lactate_max_24h,0.06213731068917837,0.06213731068917837
lab_wbc_max_24h,index_hours_draw_to_alert,0.06192729862305838,0.06192729862305838
anchor_age,prior_subject_s_aureus_positive_365d,-0.06154106691883098,0.06154106691883098
lab_creatinine_last_24h,lab_lactate_count_24h,0.06151790576801248,0.06151790576801248
vital_spo2_last_24h,prealert_additional_draws_24h,0.06140405782028814,0.06140405782028814
vital_temperature_c_min_24h,prior_subject_cons_positive_365d,-0.06110213281751748,0.06110213281751748
vital_spo2_count_24h,prealert_blood_culture_draws_24h,0.061057146743055096,0.061057146743055096
vital_map_min_24h,prealert_blood_culture_draws_6h,0.06101437736077935,0.06101437736077935
lab_platelets_last_24h,vital_spo2_min_24h,0.06080326107197683,0.06080326107197683
vital_temperature_c_count_24h,prior_subject_any_staph_positive_365d_flag,-0.06052326529723017,0.06052326529723017
vital_heart_rate_last_24h,prior_subject_s_aureus_positive_90d,-0.060497432437127664,0.060497432437127664
in_icu_at_alert,lab_wbc_max_24h,-0.06041396731090849,0.06041396731090849
lab_wbc_min_24h,index_hours_draw_to_alert,0.06029816175701772,0.06029816175701772
vital_heart_rate_min_24h,prealert_blood_culture_draws_24h,0.060206168041854385,0.060206168041854385
mechanical_ventilation_chart_events_24h,vital_resp_rate_last_24h,0.05988152641103516,0.05988152641103516
lab_creatinine_last_24h,lab_creatinine_count_24h,0.05970515645906132,0.05970515645906132
lab_platelets_min_24h,vital_spo2_min_24h,0.059627044266662994,0.059627044266662994
mechanical_ventilation_24h,vital_temperature_c_min_24h,0.059528552345244005,0.059528552345244005
in_icu_at_alert,index_hours_draw_to_alert,-0.0594304923767021,0.0594304923767021
in_icu_at_alert,prealert_additional_draws_24h,0.0593032624133351,0.0593032624133351
vital_heart_rate_min_24h,prealert_blood_culture_draws_6h,0.059263948126386225,0.059263948126386225
